Name,Weight Class,Height:,Weight:,Reach:,Age,Wins,Losses,Draws
Anna Elmose,Women's Strawweight,5.25,115,65,35,3,2,0
Ramazan Emeev,Welterweight,5.83,170,76,32,18,3,0
Fedor Emelianenko,Heavyweight,6.0,230,74,43,34,4,0
Rob Emerson,Lightweight,5.75,155,70,38,11,10,0
Jamall Emmers,Featherweight,5.83,145,74,30,13,3,0
Josh Emmett,Featherweight,5.5,145,70,34,15,2,0
Oliver Enkamp,Welterweight,6.0,170,77,28,7,2,0
Alex Enlund,Featherweight,5.83,145,73,32,14,2,0
Ian Entwistle,Bantamweight,5.42,135,64,32,9,3,0
Andy Enz,Middleweight,6.25,185,78,28,8,3,0
Konstantin Erokhin,Heavyweight,5.92,230,73,36,9,3,0
Julian Erosa,Featherweight,6.08,145,74,30,22,9,0
Cole Escovedo,Bantamweight,5.58,135,72,38,17,8,0
Efrain Escudero,Lightweight,5.75,155,70,33,25,11,0
Carla Esparza,Women's Strawweight,5.08,115,63,32,16,6,0
Juan Espino,Heavyweight,6.33,250,82,39,10,1,0
Jordan Espinosa,Flyweight,5.5,125,69,29,14,6,0
Jodie Esquibel,Women's Strawweight,5.08,115,64,33,6,6,0
Terry Etim,Lightweight,6.08,155,73,33,15,5,0
Sijara Eubanks,Women's Flyweight,5.33,135,67,34,5,4,0
Billy Evangelista,Lightweight,5.67,155,68,39,11,2,0
Rashad Evans,Light Heavyweight,6.0,205,75,40,24,8,1
Ashlee Evans-Smith,Women's Flyweight,5.67,125,67,32,6,4,0
Tonya Evinger,Women's Bantamweight,5.58,135,70,38,19,8,0
Movsar Evloev,Featherweight,5.58,145,72,25,11,0,0
Andre Ewell,Bantamweight,5.67,135,75,31,15,6,0
Jessica Eye,Women's Bantamweight,5.5,125,66,33,14,7,0
Urijah Faber,Bantamweight,5.5,135,67,40,35,10,0
Melinda Fabian,Women's Flyweight,5.5,125,66,32,4,4,2
Wagnney Fabiano,Featherweight,5.5,145,69,44,14,3,0
Bartosz Fabinski,Middleweight,6.0,170,75,33,14,3,0
Zarah Fairn,Featherweight,5.67,145,72,32,6,3,0
Rico Farrington,Welterweight,6.33,170,79,30,7,2,0
Kelly Faszholz,Women's Bantamweight,5.67,135,67,34,3,2,0
Paul Felder,Welterweight,5.92,155,70,35,17,4,0
Tony Ferguson,Lightweight,5.92,155,76,35,26,3,0
Josh Ferguson,Flyweight,5.42,125,66,31,7,5,0
Cezar Ferreira,Middleweight,6.08,185,78,34,14,8,0
Diego Ferreira,Lightweight,5.75,155,74,34,16,2,0
Drew Fickett,Welterweight,5.83,155,70,39,41,16,0
Deiveson Figueiredo,Flyweight,5.42,125,68,31,17,1,0
Edwin Figueroa,Bantamweight,5.58,135,69,35,9,4,0
Andre Fili,Featherweight,5.92,145,74,29,20,6,0
Mirko Cro Cop,Heavyweight,6.17,230,73,45,31,11,2
Luigi Fioravanti,Welterweight,5.67,170,70,38,22,11,0
Spencer Fisher,Lightweight,5.58,155,70,43,25,9,0
Chris Fishgold,Featherweight,5.67,145,68,27,18,3,1
Jon Fitch,Welterweight,6.0,170,76,41,27,5,1
Rafael Fiziev,Lightweight,5.67,155,71,26,6,1,0
Colin Fletcher,Lightweight,6.17,155,78,36,9,3,0
Kenny Florian,Featherweight,5.83,145,74,43,14,6,0
Caros Fodor,Lightweight,5.75,155,76,35,7,3,0
Rob Font,Bantamweight,5.67,135,71,32,16,4,0
Jesse Forbes,Middleweight,6.17,185,75,35,15,5,0
Renee Forte,Lightweight,5.58,155,71,32,8,4,0
Marcel Fortuna,Light Heavyweight,6.08,205,74,34,9,3,0
Brian Foster,Welterweight,5.75,170,71,35,18,5,0
Hermes Franca,Lightweight,5.5,155,71,45,22,12,0
Glaico Franca,Lightweight,6.0,155,77,28,14,5,0
John Franchi,Featherweight,5.5,145,67,37,6,2,0
Rich Franklin,Middleweight,6.08,185,75,45,29,7,0
Justin Frazier,Heavyweight,6.0,265,75,30,11,3,0
Matt Frevola,Lightweight,5.75,155,71,29,8,1,1
Sarah Frota,Women's Strawweight,5.5,125,69,32,9,2,0
Riki Fukuda,Middleweight,6.0,185,73,38,19,7,0
Masio Fullen,Featherweight,5.83,145,70,33,10,6,0
Ricardo Funch,Welterweight,5.83,170,76,39,8,4,0
Claudia Gadelha,Women's Strawweight,5.33,115,63,30,17,4,0
Justin Gaethje,Lightweight,5.92,155,70,30,21,2,0
Sheila Gaff,Women's Bantamweight,5.42,135,62,29,10,6,1
Mitch Gagnon,Bantamweight,5.42,135,65,35,12,5,0
Mickey Gall,Welterweight,6.17,170,74,27,6,2,0
Tom Gallicchio,Welterweight,5.83,170,73,33,19,11,0
Manvel Gamburyan,Bantamweight,5.42,135,67,38,18,11,0
Ciryl Gane,Heavyweight,6.33,245,81,29,4,0,0
Eduardo Garagorri,Featherweight,5.75,145,70,30,13,0,0
Cody Garbrandt,Bantamweight,5.67,135,65,28,11,3,0
Leonard Garcia,Featherweight,5.83,145,69,40,19,11,1
Edgar Garcia,Welterweight,5.83,170,71,35,14,5,0
Alex Garcia,Welterweight,5.75,170,72,32,15,6,0
Steve Garcia,Bantamweight,6.0,135,75,27,9,3,0
Elias Garcia,Flyweight,5.42,125,67,27,6,2,0
Pablo Garza,Featherweight,6.08,145,73,36,13,4,0
Azamat Gashimov,Flyweight,5.5,125,66,29,10,3,0
Kelvin Gastelum,Middleweight,5.75,185,71,28,16,4,0
Willie Gates,Flyweight,5.67,125,70,32,12,7,0
Louis Gaudinot,Flyweight,5.25,125,63,35,6,4,0
Chad George,Bantamweight,5.5,135,68,37,13,6,0
Karine Gevorgyan,Women's Flyweight,5.33,125,63,30,3,3,0
Christos Giagos,Lightweight,5.83,155,71,29,17,8,0
Joe Giannetti,Lightweight,6.0,155,74,24,7,1,0
Cody Gibson,Bantamweight,5.83,135,71,32,12,6,0
Thomas Gifford,Lightweight,6.08,155,75,27,17,9,0
Joe Gigliotti,Middleweight,5.92,185,69,26,7,2,0
Trevin Giles,Light Heavyweight,6.0,185,74,27,11,2,0
Gregor Gillespie,Lightweight,5.58,155,71,32,13,0,0
Alex Gilpin,Featherweight,5.58,145,72,27,11,1,0
Rick Glenn,Featherweight,6.0,145,70,30,21,6,1
Mark Godbeer,Heavyweight,6.33,240,77,35,13,4,0
Hannah Goldy,Women's Flyweight,5.33,125,61,27,5,1,0
Marcelo Golm,Heavyweight,6.25,249,75,27,6,3,0
Frank Gomez,Bantamweight,5.83,135,67,33,10,4,0
Ulysses Gomez,Flyweight,5.5,125,66,36,9,4,0
Joey Gomez,Bantamweight,5.83,155,71,30,7,1,0
Luis Gomez,Featherweight,5.58,145,68,24,4,1,0
Takanori Gomi,Lightweight,5.58,155,70,41,35,14,0
Akihiro Gono,Welterweight,5.58,170,68,45,32,16,7
Gabriel Gonzaga,Heavyweight,6.17,242,76,40,17,11,0
Justin Gonzales,Featherweight,5.75,145,72,28,9,0,0
Fernando Gonzalez,Welterweight,5.75,170,68,36,19,11,0
Lewis Gonzalez,Welterweight,5.83,170,73,32,10,2,0
Jason Gonzalez,Lightweight,6.17,155,74,29,11,5,0
Pearl Gonzalez,Women's Strawweight,5.33,115,68,33,6,3,0
Lyman Good,Welterweight,6.0,170,74,34,20,5,0
Eddie Gordon,Middleweight,6.0,185,76,36,8,4,0
Jared Gordon,Lightweight,5.75,155,68,31,15,3,0
Tebaris Gordon,Heavyweight,6.08,265,78,31,3,1,0
Alex Gorgees,Lightweight,6.17,155,74,24,7,1,0
Tim Gorman,Bantamweight,5.42,135,68,36,9,4,0
Jonathan Goulet,Welterweight,6.0,170,73,40,23,12,0
Thibault Gouti,Lightweight,5.83,155,72,32,12,5,0
Wilson Gouveia,Middleweight,6.08,185,76,41,12,8,0
Damian Grabowski,Heavyweight,6.08,241,75,39,20,5,0
Roger Gracie,Middleweight,6.33,185,79,38,6,2,0
Kron Gracie,Featherweight,5.75,145,70,31,5,1,0
Miranda Granger,Women's Flyweight,5.58,125,68,27,7,0,0
TJ Grant,Lightweight,5.83,155,72,35,21,5,0
Davey Grant,Bantamweight,5.67,135,69,33,10,4,0
Dwight Grant,Welterweight,6.08,170,76,35,10,2,0
Alexa Grasso,Women's Strawweight,5.42,115,66,26,11,3,0
Michael Graves,Welterweight,5.83,170,71,28,6,0,1
Shelton Graves,Heavyweight,6.17,255,76,34,7,3,0
Kevin Gray,Flyweight,5.33,125,67,34,9,4,0
Bobby Green,Lightweight,5.83,155,71,33,24,9,1
Desmond Green,Lightweight,5.83,155,73,30,23,8,0
Maurice Greene,Heavyweight,6.58,258,80,33,8,3,0
Matt Grice,Lightweight,5.67,145,70,38,15,5,0
Forrest Griffin,Light Heavyweight,6.25,205,77,40,19,7,0
Tyson Griffin,Featherweight,5.5,145,68,35,15,6,0
Max Griffin,Welterweight,5.92,170,76,33,15,7,0
Jordan Griffin,Featherweight,5.83,145,73,29,17,7,0
Chad Griggs,Light Heavyweight,6.08,205,73,41,11,3,0
Josh Grispi,Featherweight,5.92,145,74,31,14,5,0
Garrett Gross,Lightweight,5.75,155,69,31,11,6,0
Kendall Grove,Middleweight,6.5,185,79,36,13,10,0
Chris Gruetzemacher,Lightweight,5.67,155,68,33,14,3,0
Vik Grujic,Welterweight,5.92,170,73,42,7,6,0
Mike Grundy,Featherweight,5.58,145,72,32,12,1,0
Wang Guan,Featherweight,5.75,145,71,33,20,1,1
Nandor Guelmino,Heavyweight,6.25,230,76,43,11,5,1
Shannon Gugerty,Lightweight,5.83,155,71,37,14,6,0
Clay Guida,Lightweight,5.58,155,70,37,35,16,0
Melvin Guillard,Lightweight,5.75,155,68,36,48,15,3
Marcelo Guimaraes,Middleweight,6.0,185,73,36,9,2,1
Leonardo Augusto Leleco,Middleweight,6.0,185,73,37,11,3,0
John Gunderson,Lightweight,5.75,155,69,40,32,12,2
John Gunther,Lightweight,5.75,155,72,33,7,2,0
Jorge Gurgel,Lightweight,5.58,155,69,42,14,9,0
Alexander Gustafsson,Light Heavyweight,6.42,205,79,32,18,6,0
Horacio Gutierrez,Lightweight,5.83,145,69,29,3,3,0
Chris Gutierrez,Bantamweight,5.75,135,67,28,14,3,0
Mike Guymon,Welterweight,6.0,170,74,45,12,5,1
Damir Hadzovic,Lightweight,5.75,155,70,33,13,5,0
Tim Hague,Heavyweight,6.33,260,76,36,13,5,0
Yazan Hajeh,Featherweight,5.75,145,73,27,6,1,0
Uriah Hall,Middleweight,6.0,185,79,35,16,9,0
Ryan Hall,Lightweight,5.83,145,70,34,8,1,0
Dennis Hallman,Welterweight,5.75,155,72,43,67,14,2
Piotr Hallmann,Lightweight,5.75,155,71,32,15,5,0
Seohee Ham,Women's Strawweight,5.17,115,62,32,16,8,0
Matt Hamill,Light Heavyweight,6.08,205,76,43,12,5,0
Anthony Hamilton,Heavyweight,6.42,260,76,39,15,9,0
CJ Hamilton,Flyweight,5.58,125,68,33,11,4,0
Jared Hamman,Middleweight,6.25,185,75,37,13,6,0
Nasrat Haqparast,Lightweight,5.83,155,72,24,11,2,0
Antoni Hardonk,Heavyweight,6.33,245,78,43,8,6,0
Dan Hardy,Welterweight,6.0,170,74,37,25,10,0
Greg Hardy,Heavyweight,6.42,265,80,31,5,1,0
Gerald Harris,Middleweight,5.92,185,77,39,19,4,0
Phil Harris,Flyweight,5.33,125,64,36,22,12,0
Walt Harris,Heavyweight,6.42,250,77,36,13,7,0
Collin Hart,Middleweight,6.08,185,76,30,4,2,1
Dale Hartt,Lightweight,5.83,155,69,40,6,3,0
Clay Harvison,Welterweight,6.08,170,74,39,9,3,0
Hayder Hassan,Welterweight,5.83,170,70,37,6,3,0
John Hathaway,Welterweight,6.08,170,75,32,17,2,0
Phil Hawes,Middleweight,6.08,185,70,30,4,1,0
Tommy Hayden,Featherweight,5.75,145,72,33,8,2,0
Dustin Hazelett,Welterweight,6.08,170,76,33,12,7,0
James Head,Welterweight,6.08,170,73,35,9,4,0
Pat Healy,Lightweight,6.0,155,74,36,31,19,0
David Heath,Light Heavyweight,5.92,205,72,43,16,7,0
Chris Heatherly,Welterweight,5.75,155,68,31,9,3,0
Jake Hecht,Welterweight,6.0,170,76,35,11,4,0
Nick Hein,Lightweight,5.5,155,66,35,14,5,0
Ian Heinisch,Middleweight,5.92,185,72,31,13,2,0
Marcin Held,Lightweight,5.75,155,71,27,23,7,0
Dan Henderson,Middleweight,5.92,185,74,49,32,15,0
Benson Henderson,Welterweight,5.75,170,70,35,23,5,0
Johny Hendricks,Middleweight,5.75,185,69,36,18,8,0
Luis Henrique,Light Heavyweight,6.17,243,74,26,10,5,0
Paulo Costa,Middleweight,6.08,185,72,28,13,0,0
Danny Henry,Featherweight,6.0,145,73,31,12,3,0
Ed Herman,Light Heavyweight,6.08,205,77,39,25,14,0
Dave Herman,Heavyweight,6.33,242,76,35,21,6,0
Jack Hermansson,Middleweight,6.08,185,77,31,20,5,0
Junior Hernandez,Bantamweight,5.75,135,69,33,14,6,0
Alexander Hernandez,Lightweight,5.75,155,72,27,11,2,0
Anthony Hernandez,Middleweight,6.0,185,75,26,8,1,0
Nohelin Hernandez,Bantamweight,5.83,135,71,25,10,4,0
Geane Herrera,Flyweight,5.42,125,66,29,9,3,0
Alvaro Herrera,Lightweight,6.0,155,74,29,9,6,0
Felice Herrig,Women's Strawweight,5.33,115,65,35,14,8,0
Heath Herring,Heavyweight,6.33,250,78,41,28,14,0
Clint Hester,Middleweight,6.17,205,77,32,11,6,0
Jimy Hettes,Featherweight,5.75,145,71,32,11,3,0
Marcus Hicks,Lightweight,5.5,155,64,43,9,3,0
Jay Hieron,Welterweight,6.0,170,75,43,23,7,0
Jason High,Welterweight,5.67,155,71,38,19,5,0
Corey Hill,Lightweight,6.33,155,80,41,4,4,0
Angela Hill,Women's Strawweight,5.25,115,64,34,10,7,0
Tyler Hill,Welterweight,6.25,170,78,28,8,1,0
Jamahal Hill,Light Heavyweight,6.33,205,79,28,5,0,0
Kailan Hill,Middleweight,6.08,185,77,24,4,1,0
Hatsu Hioki,Featherweight,5.92,145,70,36,27,9,2
Kuniyoshi Hironaka,Welterweight,5.83,168,70,43,19,8,0
Mizuto Hirota,Lightweight,5.58,155,67,38,19,10,2
Kwan Ho Kwak,Bantamweight,5.42,135,70,30,9,2,0
Matt Hobar,Bantamweight,5.83,135,70,32,9,3,0
Andrew Holbrook,Lightweight,5.92,155,70,33,12,3,0
Chris Holdsworth,Bantamweight,5.92,135,71,32,7,0,0
Kevin Holland,Middleweight,6.25,185,81,26,16,5,0
Roger Hollett,Light Heavyweight,5.92,205,70,41,13,5,0
Max Holloway,Lightweight,5.92,145,69,27,21,4,0
Holly Holm,Women's Featherweight,5.67,135,69,38,12,5,0
Kurt Holobaugh,Featherweight,5.92,155,70,33,17,7,0
Paddy Holohan,Flyweight,5.83,125,69,31,12,2,1
Scott Holtzman,Lightweight,5.75,155,69,36,13,3,0
Sabah Homasi,Welterweight,6.0,170,72,31,11,8,0
Mark Hominick,Featherweight,5.67,145,68,37,20,12,0
Barb Honchak,Women's Flyweight,5.33,125,65,40,10,5,0
Dan Hooker,Lightweight,6.0,155,75,29,20,8,0
Darrell Horcher,Lightweight,5.83,155,70,32,13,4,0
Yoshinori Horie,Featherweight,5.67,145,70,24,8,2,0
Kyoji Horiguchi,Flyweight,5.42,125,66,29,18,2,0
Jeremy Horn,Middleweight,6.08,185,74,44,88,21,5
Chris Horodecki,Lightweight,5.75,155,69,32,18,3,1
Jeff Hougland,Bantamweight,5.58,135,68,41,10,6,0
Brian Houston,Middleweight,6.17,185,78,38,4,2,0
John Howard,Welterweight,5.58,170,71,36,23,12,0
Shane Howell,Flyweight,5.67,125,69,35,13,9,0
Carlos Huachin,Bantamweight,5.33,135,67,23,10,5,1
Austin Hubbard,Lightweight,5.83,155,71,27,11,3,0
Roger Huerta,Lightweight,5.75,155,70,36,21,5,1
Matt Hughes,Welterweight,5.75,170,73,46,45,9,0
Jeff Hughes,Heavyweight,6.17,250,77,31,10,2,0
Mark Hunt,Heavyweight,5.83,265,72,45,13,14,1
Adam Hunter,Middleweight,6.08,185,73,36,7,1,0
Al Iaquinta,Lightweight,5.83,155,70,32,14,6,1
Khadis Ibragimov,Light Heavyweight,6.25,205,78,24,8,1,0
Dan Ige,Featherweight,5.58,145,71,28,12,2,0
Zelim Imadaev,Welterweight,6.0,170,76,24,8,1,0
Chris Indich,Welterweight,5.83,170,73,32,5,3,0
Guto Inocente,Light Heavyweight,6.25,205,77,33,6,4,0
Naoki Inoue,Flyweight,5.75,125,71,22,11,1,0
Mizuki Inoue,Flyweight,5.25,125,65,25,14,5,0
James Irvin,Light Heavyweight,6.17,205,75,41,15,9,0
Teruto Ishihara,Bantamweight,5.58,135,69,28,11,7,2
Damir Ismagulov,Lightweight,5.75,155,70,28,19,2,0
Leandro Issa,Bantamweight,5.58,135,69,36,13,6,0
Blagoy Ivanov,Heavyweight,5.92,250,73,33,18,2,0
Yves Jabouin,Bantamweight,5.58,135,68,40,20,11,0
Rampage Jackson,Catch Weight,6.08,205,73,41,36,11,0
Damon Jackson,Featherweight,5.92,145,71,31,9,1,1
Jason Jackson,Welterweight,6.08,170,78,28,7,2,0
Montel Jackson,Bantamweight,5.83,135,75,27,8,1,0
Dustin Jacoby,Middleweight,6.33,185,78,31,6,3,0
Virna Jandiroba,Women's Strawweight,5.25,115,64,31,14,1,0
Ryan Janes,Middleweight,6.25,185,76,38,10,3,0
Josh Janousek,Middleweight,5.92,185,73,39,8,1,0
Dave Jansen,Lightweight,5.75,155,73,40,15,3,0
Keith Jardine,Light Heavyweight,6.17,185,76,43,17,10,2
Brock Jardine,Welterweight,5.92,170,73,34,9,3,0
Rony Jason,Featherweight,5.58,145,70,35,15,7,0
Joanna Jedrzejczyk,Women's Strawweight,5.5,125,65,32,16,3,0
Aaron Jeffery,Middleweight,6.17,185,74,26,6,1,0
Ryan Jensen,Middleweight,6.08,185,76,42,15,8,0
Chanmi Jeon,Women's Strawweight,5.42,115,67,22,5,2,0
Ryan Jimmo,Light Heavyweight,6.08,205,73,37,19,5,0
Sung Bin Jo,Featherweight,6.0,145,72,27,9,1,0
Carls John De Tomas,Bantamweight,5.42,125,71,23,8,2,0
Brett Johns,Bantamweight,5.58,135,71,27,15,2,0
Miles Johns,Bantamweight,5.58,135,66,25,10,0,0
Anthony Johnson,Light Heavyweight,6.17,205,78,35,22,6,0
DaMarques Johnson,Catch Weight,6.08,170,75,37,18,12,0
Tony Johnson,Light Heavyweight,6.17,205,76,36,7,2,0
Lavar Johnson,Heavyweight,6.33,240,82,42,17,7,0
Demetrious Johnson,Flyweight,5.25,125,66,33,27,3,1
Michael Johnson,Featherweight,5.83,155,73,33,20,14,0
Kajan Johnson,Lightweight,5.92,155,75,35,23,14,1
Dashon Johnson,Featherweight,5.58,145,70,31,9,2,0
Tim Johnson,Heavyweight,6.25,265,77,34,12,4,0
Jordan Johnson,Light Heavyweight,6.17,205,79,30,10,0,0
Taylor Johnson,Middleweight,6.0,185,74,28,5,1,0
Liana Jojua,Women's Bantamweight,5.33,135,62,24,7,3,0
Daniel Jolly,Light Heavyweight,6.08,205,75,35,5,2,0
Jon Jones,Light Heavyweight,6.33,205,84,32,25,1,0
Justin Jones,Middleweight,5.92,185,78,32,9,2,0
Jamelle Jones,Light Heavyweight,6.0,205,75,31,7,5,0
Jocelyn Jones-Lybarger,Women's Strawweight,5.58,115,64,34,6,4,0
Shawn Jordan,Heavyweight,6.0,260,75,35,18,7,0
Ivan Jorge,Lightweight,5.75,155,73,38,26,5,0
Scott Jorgensen,Bantamweight,5.42,135,66,37,15,12,0
Krzysztof Jotko,Middleweight,6.08,185,77,30,21,4,0
Alan Jouban,Welterweight,6.0,170,73,37,16,7,0
Charles Jourdain,Lightweight,5.75,155,69,23,9,2,0
Dustin Joynson,Heavyweight,6.5,244,78,34,5,0,0
Luke Jumeau,Welterweight,5.92,170,72,31,13,5,0
Chan Sung Jung,Featherweight,5.58,145,72,32,15,5,0
Da Un Jung,Light Heavyweight,6.33,205,78,25,12,2,0
Myles Jury,Featherweight,5.83,145,73,30,17,4,0
Cris Cyborg,Women's Featherweight,5.67,145,68,34,21,2,0
Emily Peters Kagan,Women's Strawweight,5.25,115,66,38,3,3,0
Sirwan Kakai,Bantamweight,5.42,135,66,30,12,3,0
Martin Kampmann,Welterweight,6.0,170,72,37,20,7,0
Bharat Kandare,Featherweight,5.58,135,72,32,5,3,0
Masanori Kanehara,Bantamweight,5.58,135,67,36,25,13,5
Denis Kang,Middleweight,5.92,185,77,42,34,15,2
Kyung Ho Kang,Bantamweight,5.75,135,73,32,16,8,0
Kai Kara-France,Flyweight,5.33,125,69,26,20,7,0
Alex Karalexis,Welterweight,5.67,155,66,42,10,6,0
Impa Kasanganay,Middleweight,5.92,185,75,25,5,0,0
Nadia Kassem,Women's Flyweight,5.42,125,66,23,5,2,0
Yusuke Kasuya,Lightweight,5.58,155,67,29,9,3,2
Brad Katona,Bantamweight,5.5,135,64,27,9,2,0
Calvin Kattar,Featherweight,5.92,145,72,31,20,3,0
Sarah Kaufman,Women's Bantamweight,5.42,135,67,34,17,4,0
Tatsuya Kawajiri,Featherweight,5.58,145,69,41,35,10,2
Julie Kedzie,Women's Bantamweight,5.42,135,64,38,16,13,0
Chris Kelades,Flyweight,5.58,125,68,38,9,3,0
Brian Kelleher,Bantamweight,5.5,135,66,33,19,10,0
Paul Kelly,Lightweight,5.75,155,70,35,12,4,0
Daniel Kelly,Middleweight,6.0,185,70,41,13,4,0
Tim Kennedy,Middleweight,5.92,185,74,40,18,6,0
Steve Kennedy,Welterweight,5.92,170,71,36,22,8,0
Jeremy Kennedy,Lightweight,5.92,145,71,27,11,1,0
Casey Kenney,Bantamweight,5.58,135,68,28,13,1,1
Will Kerr,Lightweight,5.83,155,69,37,9,3,0
Rustam Khabilov,Lightweight,5.67,155,73,32,23,4,0
Sergey Khandozhko,Welterweight,6.08,170,74,27,27,5,1
Alfred Khashakyan,Bantamweight,5.67,135,70,31,8,3,0
Pannie Kianzad,Women's Featherweight,5.58,135,66,27,12,5,0
Katsunori Kikuno,Featherweight,5.67,145,66,37,23,8,2
Jacob Kilburn,Featherweight,5.75,145,71,24,6,1,0
Dong Hyun Kim,Welterweight,6.17,170,76,37,22,4,1
Ji Yeon Kim,Women's Flyweight,5.58,125,72,30,9,2,2
Jeremy Kimball,Light Heavyweight,6.0,205,72,28,15,8,0
Rob Kimmons,Middleweight,5.83,185,73,38,24,8,0
Dustin Kimura,Bantamweight,5.58,135,71,30,12,3,0
Mike King,Middleweight,6.25,185,75,36,5,1,0
Kyle Kingsbury,Light Heavyweight,6.33,205,76,37,11,6,0
Kamuela Kirk,Women's Featherweight,5.83,145,75,25,9,2,0
Justine Kish,Women's Flyweight,5.42,125,64,31,6,2,0
Drakkar Klose,Lightweight,5.75,155,70,31,11,1,1
Jason Knight,Featherweight,5.83,145,71,27,20,6,0
Erik Koch,Lightweight,5.83,170,71,31,16,6,0
Syuri Kondo,Women's Strawweight,5.33,115,66,30,6,3,0
Cheick Kongo,Heavyweight,6.33,240,82,44,29,9,2
Josh Koscheck,Welterweight,5.83,170,73,41,19,10,0
Naoyuki Kotani,Lightweight,5.67,155,66,37,33,13,7
Karolina Kowalkiewicz,Women's Strawweight,5.25,115,64,34,13,5,0
Derrick Krantz,Welterweight,5.83,170,72,31,24,12,0
James Krause,Welterweight,6.17,170,73,33,25,8,0
Pascal Krauss,Welterweight,6.08,170,72,32,11,2,0
Nikita Krylov,Light Heavyweight,6.25,205,77,27,26,7,0
Michael Kuiper,Middleweight,6.0,185,73,30,12,3,0
Anton Kuivanen,Lightweight,5.67,155,72,35,17,6,0
Aleksei Kunchenko,Welterweight,5.67,170,70,35,20,1,0
Kiichi Kunimoto,Welterweight,5.83,170,71,38,18,7,2
Yana Kunitskaya,Women's Bantamweight,5.5,135,68,29,12,4,0
Leo Kuntz,Lightweight,5.83,155,74,36,17,3,1
Mike Kyle,Heavyweight,6.33,205,77,39,19,9,1
Aspen Ladd,Women's Bantamweight,5.5,135,66,24,8,1,0
Ryan LaFlare,Welterweight,6.08,170,74,36,14,3,0
Noad Lahat,Featherweight,5.75,145,69,35,9,2,0
Tina Lahdemaki,Women's Strawweight,5.17,115,62,31,5,1,0
Sean Lally,Welterweight,6.0,170,74,28,8,2,0
Ricardo Lamas,Featherweight,5.67,145,71,37,19,8,0
Jason Lambert,Light Heavyweight,6.25,185,75,44,25,12,0
Austen Lane,Heavyweight,6.5,245,80,31,4,1,0
Lina Lansberg,Women's Bantamweight,5.58,135,65,37,10,4,0
Taylor Lapilus,Bantamweight,5.5,135,73,27,11,2,0
Chad Laprise,Welterweight,5.83,170,71,33,14,4,0
Anthony Lapsley,Welterweight,5.75,170,71,39,25,7,0
Lorenz Larkin,Welterweight,5.92,170,72,33,18,5,0
Jeremy Larsen,Featherweight,5.83,145,70,35,8,5,0
Brock Larson,Welterweight,5.92,170,71,42,33,6,0
Bobby Lashley,Heavyweight,6.25,255,78,43,7,1,0
Ilir Latifi,Light Heavyweight,5.83,205,73,36,15,7,0
Jenel Lausa,Flyweight,5.42,125,68,31,7,5,0
Joe Lauzon,Lightweight,5.83,155,71,35,28,16,0
Muhammed Lawal,Light Heavyweight,6.0,205,78,38,9,1,0
Robbie Lawler,Welterweight,5.92,170,74,37,28,14,0
Tom Lawlor,Middleweight,6.0,205,74,36,10,6,0
Justin Lawrence,Featherweight,5.67,145,67,29,5,2,0
Lance Lawrence,Featherweight,6.08,145,74,26,5,1,0
Valmir Lazaro,Lightweight,6.0,155,73,34,13,4,0
Cung Le,Middleweight,5.75,185,69,47,9,3,0
Thanh Le,Featherweight,5.75,145,74,34,6,1,0
Chris Leben,Middleweight,5.92,185,74,39,22,11,0
Mickael Lebout,Lightweight,5.92,155,73,32,14,5,1
Justin Ledet,Light Heavyweight,6.33,205,80,31,9,2,0
Vaughan Lee,Bantamweight,5.5,125,66,37,14,11,1
Kevin Lee,Lightweight,5.75,170,77,27,17,5,0
Rocky Lee,Featherweight,5.75,145,68,32,3,2,0
Andrea Lee,Women's Flyweight,5.5,125,69,30,11,3,0
Cheyden Leialoha,Bantamweight,5.67,135,73,25,6,0,0
Thales Leites,Middleweight,6.08,185,78,38,28,9,0
Amanda Lemos,Women's Bantamweight,5.33,135,65,32,6,1,1
Giacomo Lemos,Heavyweight,6.25,247,75,30,6,0,0
Jesse Lennox,Welterweight,5.75,170,72,37,15,3,0
